"","P(Alpha>AT)","Information Ratio","P(Alpha<0|12M)","Batting Avg","P(Alpha<-5|12M)"
"3050",0.65945945945946,0.401564109388238,0.301435406698565,-0.0063164258919273,0.0287081339712919
"3051",0.713513513513514,0.441034885608002,0.296650717703349,-0.0059571900001451,0.0239234449760766
"3052",0.691891891891892,0.440941856099706,0.301435406698565,-0.00596557253479027,0.0239234449760766
"3053",0.72972972972973,0.427578005463168,0.30622009569378,-0.00613724459678935,0.0287081339712919
"3054",0.745945945945946,0.435967304418489,0.30622009569378,-0.00602625810334842,0.0239234449760766
"3055",0.702702702702703,0.392417718011298,0.30622009569378,-0.00655175085126644,0.0287081339712919
"3056",0.72972972972973,0.4119056123214,0.30622009569378,-0.00639250441475165,0.0287081339712919
"3057",0.735135135135135,0.438062566838788,0.30622009569378,-0.00604254800023513,0.0287081339712919
"3058",0.718918918918919,0.413872607685535,0.30622009569378,-0.00631315139940933,0.0287081339712919
"3059",0.65945945945946,0.391414510857707,0.30622009569378,-0.00643656173278045,0.0287081339712919
"3060",0.72972972972973,0.417787143330378,0.296650717703349,-0.00630935711339353,0.0287081339712919
"3061",0.708108108108108,0.40792307267706,0.311004784688995,-0.00632086161332545,0.0287081339712919
"3062",0.702702702702703,0.421038429503538,0.296650717703349,-0.00614155700852066,0.0287081339712919
"3063",0.735135135135135,0.435689926881062,0.30622009569378,-0.00603014124200741,0.0239234449760766
"3064",0.735135135135135,0.431378795859006,0.311004784688995,-0.00608475756463049,0.0287081339712919
"3065",0.724324324324324,0.420300387696382,0.301435406698565,-0.00617643418294487,0.0287081339712919
"3066",0.74054054054054,0.433488045553255,0.301435406698565,-0.00604153207387668,0.0239234449760766
"3067",0.675675675675676,0.426018430606713,0.296650717703349,-0.00609036233223608,0.0239234449760766
"3068",0.718918918918919,0.413837360156824,0.30622009569378,-0.00629214328477793,0.0287081339712919
"3069",0.691891891891892,0.448119994335004,0.291866028708134,-0.00589510338892195,0.0239234449760766
"3070",0.67027027027027,0.42615516467022,0.291866028708134,-0.00608921820908818,0.0239234449760766
